philippines we will must eat everything with rice,en,,
just pukit get some hahahahha,id,,
this biggest ive ever saw what haha,en,,
im inlove iloveyou hehehelechon my favorite feeling hungry,en,,
tanong filipino ka ba,tl,,
at he was like ah huha idk man,so,,
ive never been happy see arorosep sea grapes featured video before made me remember how much my favorite uncle loved eat those,en,,
damn looks delicious,es,,
poor fish sea animals eat more salad,en,,
green grapes thingies are sea weed think dude,en,,
im filipino but never eaten dayok,en,,
quotgiant grouper from fukushimaquot looks like bumphead parrotfish its quite rare shouldnt be commercially exploited parrotfish general are vital health of coral reefs,en,,
interesting travelwith are funny have sense of humour,en,,
sea grapes are good did try them,en,,
fish intestine put kalamansi fish sauce grated ginger garlic,en,,
am going do this go back philippines never try boodle fight yet,en,,
amazing my country philippine its more fun philippine s,en,,
wonderful video made me miss philippines more,en,,
are brave like ipontiny salted fish with tomato,en,,
boodle fight why this not thing west this should be thing west why this not thing west,en,,
wow iam proud of man enjoy lot philippines eat our foods,en,,
love your videos kudos,lt,,
way he laughed,en,,
am pilipino rice power,pl,,
my goodness got hungry while watching this video haha proud filipino here,en,,
from nepal nice fod,en,,
maganda ung videos ung pinoy hndi parunong magsalita,tl,,
lmao yeah locals want try all stuff they dont eat,en,,
have be discovery channel already they should feature thanks videos definitely subscribing,en,,
hello good video,cy,,
masarap yang lechon kasama yung mang tomas,tl,,
im filipino,tl,,
keep up sonny one of best food review,en,,
lechon wheres mine,en,,
worst ever food show,en,,
awesome bro more,en,,
want be part of your crew,en,,
dat freaky big fish napoleon fish,en,,
asian lady lol,es,,
what thr name of song playing background,en,,
my citya whole boodle fight costs,en,,
eat fkkn rice,en,,
just subscribeyou are my favorite food vlogeralways makes me hungry,en,,
woow beginn of videoyummi pork,en,,
im love,sl,,
puro pampa highblood kinakain ni kiya afam,tl,,
man love ur video much fun felt hungry huwaw,en,,
have picture of me on my th birthday standing on long table beside huge lechon was biggest birthday party had nowadays just buy pizza my birthday lol,en,,
quotthe walking deadquot,en,,
food taste much better with alot of people eatingthat delicious,en,,
got love filipino food friendly people,en,,
httpsyoutubemzwewwie,pl,,
remember was years old my grand parents philippines ordered whole lechon my years old birthday,en,,
second guys laughvery laughy,en,,
havent noticed its almost morning good vids,en,,
sad see those baby yellow fin tuna thats why its hard find big ones sucks,en,,
stupiiiid,et,,
can eat lot food philippines cheapest but good,en,,
local guy cute funny everything makes him giggle,en,,
love how speak word palawanyou got filipino accent,en,,
comes boodle fighti became pataygutom,en,,
sonnyyyy hope meet soon,af,,
sonny try visit dumaguete cityin philippinesnext province cebui can help find mouth watering foodsyou can check my facebook,en,,
boodle fight life,en,,
should try cebus lechon,en,,
just clicked on k likes quotviralquot enough sonny d,en,,
here cebu best ang lechon,en,,
meatstomach part of lechon was taken tsk,en,,
sarap,tl,,
prophet muhammad best dinner pig,no,,
sub sub,et,,
suck headquotquotquotquot lol,fi,,
papi good vibes all way,en,,
bro like k philippines,et,,
suck headquot,en,,
this best food review ever follow deserve millions of subscribers good luck sonny thanks featuring philippines,en,,
people eating pork oo my god,en,,
aewwwwwwwwwww people eating pork aewwwww,en,,
always fun watch,en,,
poor pig can eat but never do pig eats its own poop,en,,
nakakaluko ang tawa ni koya hahaha,tl,,
dont forget rice,fr,,
happy papi,tl,,
your always welcome visit again,en,,
look like logan paul,et,,
go hotel im there xd im philippines with my friends,en,,
guys laugh amazing,sw,,
should do dog would be cool,en,,
gosh feast killing me omg softly islander my family will definelty will love this feast omg nice foods definetly must do,en,,
one big huge ass parrot fish ive ever seen my entire life omg sure meaty fish if fried yummynow its making me hungry already omg sonny why touring meeeee lol keep up with them videos enjoy watching all of them,en,,
if can go lang son has lot of vietnamese specialties there,en,,
,unknown,,
laughing guy high want bootified,en,,
rice neutralizes after taste of dishes every bite always like first taste,en,,
,unknown,,
love,sl,,
are my favourite food show host thanks sonny,en,,
where apple lechon mouth im also white guy married here philippines but excited try this,en,,
let me know intro song please,en,,
naglalaway na ko,tl,,
im laughing at philippino dude throughout video because hes laughing throughout vedio,en,,
plscome back havent tried yet northern luzon cuisine we have tons of different kinds of savory food offer,en,,
your next tour go here batangas taste our calderetang tao,en,,
one thing more lechon paksiw also goodyou must try too,en,,
on your next visit here philippinesplease come here on northern philippinestheres lot more offer are very much welcome sonnyyour videos are very interestingaside from being hungry watching also learn lot from other countries food culturekeep going,en,,
nextime explore north side of philippines,en,,
man really enjoy our countryhands down man,en,,
shouldnt s watch this makes me hungry bad,en,,
north has lot of unique food offer also sonny come visit next time do taste empanada as well god bless,en,,
mis foods amp boodlefight philippines see soon,en,,
nakakagutom,tl,,
tmg akits,tl,,
lechon cheap,en,,
iwish ican goback philippines someday my mouth drooling rightnow,en,,
filipino guys cute like can already tell his attitude just by his laugh hahahhahahahaaa,en,,
noticed of all your videos only philippines went multiple timesi guess really like my people foodsand because of thatthank,en,,
actually know thats best part of lechon just dont remember watched your past videos,en,,
quotof course dont forget ricequot papi,fr,,
lol im filipino teenager well can say have been eating all unusual filipino food didnt know not all filipino tasted dayok yet,en,,
didnt eat boodle fight love see different kind of menu table be eaten love this kind of activity people cause its amazing fantastic one,en,,
go iloilo city try soup no its soup made from bulls penis,en,,
looks like quotmohok of cambodia,en,,
dayok,so,,
fermented fish instetine called bakasang my hometown manado,en,,
have visisted guimaras yet,en,,
see fishes as big as man here mindanao but they sell other places,en,,
your videos always make me hungry,en,,
love broo thank this,en,,
im glad are having more views on your videos remember from before would be upset only thousands of people are viewing your videos but now look,en,,
whats song,en,,
cong,it,,
eye mis dot kyn off fud,en,,
lechon doesnt look good,nl,,
go pampanga highly recommended,en,,
try go cebu sir they have best letchon there,en,,
forgot milkfish or bangus,en,,
this why im always hungry love this vlog much thank visiting philippines,en,,
very fresh fresh seafoods yummmmmmy,en,,
just little of dayok not much,en,,
most delicious fight ever,en,,
more try watch more more pinoy smile omg hes laugh,en,,
wowphilippine food also influenced by spanish over years of occupation by spaniardsbut also with touch of south east asian food as wellalso situated salt water has rich seafood tropical forest abundant diffkinds of fruits,en,,
ilove dayok specialy mama do itbut other people doesnt know how do da dayok taste suck,en,,
wow,pl,,
cebuano lechon by far one of best culinary experiences on planet,en,,
this philippine series best,en,,
yummi,tr,,
love this channel he making filipinos popular im filipino,en,,
hahahaha way he said lechonletyion was funny,so,,
im hungry much,de,,
ang sarap kakaingit dipa ako kumakain hhuhhuhuh,tl,,
hahaha boodle fight delicious food its awesomelove,en,,
lechon was cooked improperly,en,,
salute sir watching after my work haha,en,,
this guy really an amazing phenomenal host,en,,
papi dudes laugh infectious,fr,,
should mix dayok with pinakuratthats best taste can get out of d,en,,
love this channel much everytime watch your video started starving even if just finish my food should try go san miguel bulacan metro manila eat some pastries bulacan pasties capital of philippines think,en,,
sarap,id,,
pretty tindera,no,,
guys laugh,lt,,
beautiful roast pigs very good food good market lots of fishes many kind of prawns fresh fruits vegetables very good stalls thank sharing bless all,en,,
nag lalaway na ako,tl,,
make us americans look stupid,en,,
wow,pl,,
why papi keep on laughing,tl,,
ilove letchon,fr,,
really love watching all of your videos sonny im filipino based here us yet still have lot of things learn bout my countrythanks helping me out doing,en,,
yummy,tr,,
cook smart like boss,af,,
love other peoples from other country tries our foods philippines,en,,
all food look amp taste like,et,,
got addicted your videos,en,,
hahaha brutal fight,so,,
whata fun review,en,,
durong kasabor haay miss palawan reminding me how much miss home thank,en,,
very vicious guard dogs,en,,
all his shirts starts wth papi lmao noic,en,,
fish intestines as supposed be mixed with vinegar goes well with rice try,en,,
bro go too bicol province take dinuguan with coconut milk taste like heaven ha ha ha,en,,
fish guts are disgusting,en,,
bogart explorer as papi,en,,
id probably kill myself eating all of this o,en,,
try roxas city if youre into quality seafoodstreet food,en,,
badly done letchon bro right one doesnt have saggy skin why small no wonder sells cheap,en,,
sucking head wuuut,en,,
are too good man god bless,en,,
honestly even if am filipino wouldnt eat fish intestine called dayok,en,,
want see kai camera man,id,,
real vicious taste hit dayok dude all men must have,en,,
hi thank best food vlog awesomely amazing but have made vlog collaboration with kyle jennerman aka becoming filipino hope see soon with him take care,en,,
was best love buddle fight with letchon its like having big celebration or party wow,en,,
nakakagutom ung alas dose ng gabi tapos nakita mo,tl,,
name of song,en,,
love sucking head,en,,
new subscriber,en,,
caviar sa imong mata,tl,,
dont forget rice xd respect,fr,,
good content good sense of humor catchy music just love your vids man,en,,
oh wow resort boodle others just get their boodle from restaurant tsk tsk,en,,
sir have put lemon on dont eat straight,en,,
quotlocals struggling on local foodsquot yeah sometimes on some dishes great video,en,,
nice sir like your videos thums up,en,,
no its not or pesos its only only or pesos stop bieng liar dude because im from philippines,en,,
hiim glad like philippinesits kinda interesting thobut youll like itproud filipina here,et,,
love philippines,sl,,
visit cebu philippines they are one who cook lechon good especially carcar,en,,
love your show question have tried talonang manok if not maybe next time visit,en,,
he really loves letchon same tho,en,,
make me go hungry right now,en,,
my mouth watering like water fall,en,,
love all your vid man,en,,
im from philippines dude thanks promoting our country,en,,
puta ginutom ako eh,hr,,
mad respect this guy,en,,
pig abs xd,tl,,
ang ganda ng gawain ni kuya yung travel ka ng travel sa ibat ibang bansa busog na busog pa xa ang galing hehehe,tl,,
ate smoked herein eggs,da,,
after watching this video feel like could eat everything on this table myself thank cant,en,,
like tamilok its flavor nowhere be found can consume whole big glass of hmmmmmm,en,,
best boodle fight video,en,,
ur road,ro,,
putok batok lechon,sk,,
im jealousboth of really enjoyed eating missed letchonreally wanted go back ph now,en,,
youre really doing great job hosting think supposed be hosting like food channel man youre dang great host make every sec of video exciting great job an awesome man hope see soon one of cabel channels hahaha,en,,
intestine of fish dayok its one of my favorite appetizer hahaha dang make me hungry just by watching hahaha,en,,
high rich of cholesterolahahaha,en,,
who your camraman,en,,
crewman rocking japanese football association jersey w warriors cap awesome,en,,
damnokthose sea grapesi thought ate them first okinawaokinawans call them umibodi but had them there could have sworn had them beforeand there isa filipino dish,en,,
im filipino did not know theres itlogan,en,,
mabuhay,tl,,
man really miss filipino foods im tired of unhealthy fast foods,en,,
papis laugh intoxicating he laughsi laugh,tl,,
wow,pl,,
love how papi laughs reminds me of my buddies back high school,en,,
find new lights,en,,
its not pesos im form philippines im from general santos city,en,,
too much talking,en,,
got here because never saw boodle fight with lechon on top of made me miss doing boodle fights with my friends now im subscribring,en,,
make me hungry asf my god,cy,,
love boodle fight this was same food we eat boodle fight way your friend laughs funny,en,,
mahi mahi fish,sw,,
your best ever food review show best ever food review show,en,,
ang mura na sa loob ng may lechon kana squid isda this heaven haha,tl,,
thank visit our country hope enjoy,en,,
,unknown,,
made me hungry man,id,,
lechon shame person who sell,en,,
sarap,id,,
ohhhhhh mmyyyy gooosh im drooling,en,,
best part ribs,fr,,
best lechon comes cebu though oh can try eat chicharon too,en,,
mouth watering argh im hungry,en,,
we not gone act like dude didnt walk over with bowl ready he started before everyone,en,,
my last name boodle hate,en,,
want all of,en,,
kuya love your pinakurat nga suka,tl,,
philippines very blessed with sea stuffs,en,,
yukk eating innocent animals bastards,en,,
wow cant not believe they eat much still perfect shape like,en,,
not,lv,,
fish guts sauce also original ketchup,en,,
should go national geographic,en,,
,unknown,,
best from jamaica,en,,
grrrrim starvingggg let me have itttt,no,,
thats lit bro,en,,
ur road haha joke,so,,
believe me over,da,,
this just great video lt love,en,,
excellent vlog bro feel hungry,no,,
know already cost about php because of letchon hahaha bit cheap dollars but expensive us ahahah but its worth cost lt,en,,
wow,pl,,
im starving lt,hr,,
atleast these videos actually give justice filipino food cause youre eating food from philippines not some poorly made dishes made by foreigners who dont really know how prepare,en,,
how could possibly pass up on durian of fish,en,,
nalilechon din sila ng aso,tl,,
yaaaayyyyy filipino food,so,,
lechon with spicy vinegar,en,,
ano ba yan nakakagutom naman itong video,tl,,
this make me hanget,en,,
bogart,cy,,
filipino excited lol,it,,
haha mate are hilarious what legend,en,,
sonny side up yummy,en,,
papi cool guy hahaha,tl,,
thats bumphead parrot fish biggest fish on this video,en,,
nagutom ako sa napanuod ko,tl,,
new sub here now am hungry,en,,
nakaka iriya yung pinoy na kasama nya,tl,,
pig,tl,,
me fav,sq,,
hey man im fan of your channel just wanna know what title of song of your intro thanks,en,,
what title of your intro song,en,,
what title of song your intro thanks,en,,
whenever my family holds boodle fights we hardly have any seafood only fish shrimp we also dont have lechon its veryy expensive at where live we usually have homemade diniguan ribs many more whatever reaches our budget lol,en,,
came here after watching from erwans told myself ill just watch few of your videos but ended up finishing more than lol hope can also make collab with mikey bustos hes funny guy think video with him would be great,en,,
interesting,en,,
this guy good,en,,
dont forget rice,fr,,
go netflix,cy,,
like if think sonny best food reviewer,en,,
we love watching your food vlogs great job,en,,
like this food guy best because he doesnt pretend everything tastes amazing nothing life excites me more than food,en,,
quotsuck heads more pleyborquot filipino accent man,ca,,
dayok good with chop red onion chilli with lime,en,,
quotmadamyour squid looking very respectable like very big plum its ready be stuffed with delicious cheeses quot double entendres max p p,en,,
guy laugh killed me,da,,
your guide doesnt know how eat dayok supposed be mixed with spices onions ginger chili kalamansi vinegar are not supposed eat as if viand supposed be condiment or dip only not be eaten directly like how did unfortunate had go through experience ruin reputation of venerated dayok haha,en,,
why dont try some pancit here at philippines,en,,
my new favorite channel,en,,
lechon king of filipino festive dishes,en,,
youre like logan paul but with respect,en,,
thats expensive,en,,
what name of ending song,en,,
hahahahaaa suck head bro,so,,
dude someday will cook im here at phil wait me sooner will cook,en,,
camera zoomed neck instantly saw ears of pig kinda disgusted,en,,
im filipino but havent tried those food pls bring me with,en,,
sorry but how can someone be this hot funny,en,,
this just makes me hungry,et,,
hes kinda rude but food looks awesome,en,,
just poke,hr,,
welcome philippines brogood jobmore travel more foods,en,,
cant believe compared tasty smol cherry huge lechon,en,,
did all wash your hands before eating hmmmmmm,en,,
oh hoho what great food video,en,,
enough,en,,
im starving my mothers uncle making lechon,en,,
philippines best,en,,
labyur vids,da,,
hey sonny im your subcriber from phillip welcome my country delicious cusin wonderful island,en,,
or try lechon baka will not regret,en,,
are badass man lol venture go as many places as will succeed lol,en,,
your talk like shane mcmahon,so,,
very heavy cherry,en,,
we need tell us what heck oceany means,en,,
quotdont forget ricequot thats absolutely right with such heavy flavors everything always go pretty well with rice,en,,
putok batok neck,sk,,
philippines doesnt represent quotthe entire philippinesquot had palawan which far from reality of rest of philippines crabs are at per kilo prawn at per kilo white squids are at per kilo would have been more correct if had quot palawanquot its this kind of confusing misleading titles views keyword relevance makes people from abroad think everything philippines cheap lechon alone at whole one people abroad thinks of palawan they think everything cheap description doesnt inform viewers these are price rates around palawan doesnt represent palawan itself since el nido or amnpulo many other places do cost more etc just subscribed earlier but now unsubscribing not your loss still have k subs almost k views,en,,
youre road,en,,
deserve your own show,en,,
eat lechon,en,,
lechon,fr,,
this absolutely masarap,en,,
im filipinamy family n do not eat porkit dirty n unhealthy bible also tells not eat thatn even not touch its carcass,en,,
baboy n nilutobaboy na lutobinaboy n lutowala ng bababoy pa sa baboy,tl,,
drooling big time over here,da,,
love how lechon already got pinched even before first food shot irresistable,en,,
cool,en,,
,unknown,,
pengeng litson,no,,
now im craving lechon,en,,
dayukwow sarap sah kanin yan yummy,id,,
what ffffffaaattte yeah guessed right p clean your mind,en,,
,unknown,,
im boy,tr,,
learned how speak english our private school but cant tell what school place where am,en,,
im filipino,it,,
do know how much philippine peso its peso,en,,
bucks pig hear am paying damn steak,sv,,
if compare other countries philippines gives this than fancy food,en,,
lechon,fr,,
should try cnt letchon philippines should have more subscriber,en,,
piggylicious,en,,
im craving pusit with cheese insideand lechon too,en,,
love your food best ever review showfrom new zealand,en,,
laughing partner,tl,,
from philippines rock,en,,
httpsyoutubervjjarewu gt sweet colourfull puto sweet idly please watch,en,,
does his shirt say papilicious guess makes sense lol,en,,
need go viral too,af,,
philippines,tl,,
lechon shit cant look at seconds,en,,
sonny should go iloilo city philippines we have best seafood,en,,
he should do video on how many times he got food poisoning,en,,
youre road,en,,
now suddenly just miss puerto princesa,en,,
nice video,cs,,
s c c head,en,,
truly best food reviews ever,en,,
just cant stop watching your videos as always they are too short im waiting hour video sonny ill have some popcorn too love ya sonny,en,,
omg youre making me sooo hungry ahhhhhh my god,tl,,
only thats cheap,en,,
can come with please bro im hungry,en,,
gotta suck head of course,en,,
call me mobydick or megalodon,cy,,
its good see foreigner enjoying food here philippines if only could stay here longer because there really much more food discover yummy food cooked by filipinos,en,,
see best cebu lechon httpsyoutubewnxbnmcz,en,,
live philippines,fr,,
kalami,so,,
its very heavy cherry lol,en,,
drooliiinnnngggghhhuuhhhh,et,,
im glad seeing other people enjoying my peoples culture tradition,en,,
love your videos especially your philippinesmabuhay,en,,
should really go pampangga next food capital of philippines,en,,
am starving death now love videos great work,en,,
look like someone rather shouldnt tellanyways im drooling from start of vid those sea grapes ehhhmmmmm fresh,en,,
bobo nung nagtuturo,tl,,
youre road,en,,
very proud,cs,,
ayaw ni larry ng ganyan youre road,tl,,
hey man notice me im fan of yours want meet puerto princesa am puerto princesa live here just want know if where do film videos im huge fan please notice me,en,,
kaway kaway sa mga taga puerto diyan,tl,,
dont really like litson,en,,
love boodle fight,en,,
we eat dayok with rice,en,,
love your show man,en,,
pro tip cotton tshirt cargo pants polo shirt gets drenched sweat after min philippines taste first ask what later,en,,
love your channel,fr,,
cholesterol careful,ro,,
wowww phil fresh,en,,
still like phil fresh fishes fresh veggies,en,,
sea grapes are best,en,,
guy looks asian,et,,
spent pesos which more than my allowance christmas,en,,
im hungry,de,,
whose starving wjile watching,en,,
wow love foodsssssssss my mouth watering hmmm,en,,
pinoy best food ever,en,,
damn pig nasty,tl,,
lol suck head of shrimp dude ahahhahaha,en,,
try sisig,en,,
bump head parrot fish,en,,
love your vid sonnyi hope come my hometown fiesta many food delicaciesi want know also whats title of song,en,,
thats not how eat haha its condiment flavor too strong if take head on hahaha love your vids our country btw,en,,
cool,en,,
never make tickles guy,no,,
koya interpreternakakaluha ka but know hanga ako sayo,tl,,
thanks coming here philippines sharing good foods we have,en,,
are best sonny keep up,sv,,
good food looks fantastic good work mate,en,,
want some too,af,,
wow this one of best food review ive ever seen not only because of fact came form philippines but also variety of food placed one table manner of boodle fight its yummy delicious specially ingredients are native happy many showsvlogs have much positive reviews about quality taste of foods here furthermore pricewell us filipinos dollars roughly pesos rightnow its hard earn though but have my high appreciation about your show how youre very nice different people races its ratings me,en,,
fck eto ang mamimiss ko sa pilipinas pag umuwi na akong japan boodle fight,tl,,
zero from dayok yuck dont like dayok,tr,,
,unknown,,
love lechon my favorite food every ocation like bday wedding,en,,
im filipino im doing boodle fight hundred times,en,,
why do humans keep killing massive amounts of animals why cant people just go vegan,en,,
just suck head guys hahahaha,so,,
giant fish its parrot fish anyway am just years old,en,,
dont think only cost phil im filipino whole pig like can cost around k what about seafoods lier,en,,
wish im phillipines,en,,
h,vi,,
lechon just awesome,en,,
saaaaaraaaaap,so,,
meat expert know what wanna be future now,en,,
ayyy its dude from woodworm video,en,,
love your video,es,,
go surigao,tl,,
thank visiting philippines,en,,
rip my friend pig,en,,
your channel underrated seriously your content amazing really feels professional yet entertaining at same time hope youll continue what youre doing being awesome,en,,
thats napoleon wrasse if im not mistaken,en,,
thankyou visiting our country hrheh eat eat hehehehehhe,en,,
kunat na ang lechon,tl,,
this what came,en,,
quotwere gonna suck head cos thats plaborquot looks lami kaayo one love from cebu,en,,
where your eye brows go,en,,
love your videos,es,,
wonder comeback phil,en,,
man love guy think hes pretty funny,en,,
thats big fucking fish,en,,
would love adventure out of america eat with this dude ive never been out of coloradopeace love everyone,en,,
as filipino its kinda awkward hearing locals speak english,en,,
dude dayok like luxury type of fish paste tastes awesome,en,,
sige tawa kakainis foodie,sw,,
dayok isnt supposed accompany like normal viands its supposed go with rice or some bananas but still wouldnt eat by itself lol,en,,
really widh could get million views,en,,
its like horror clip vegans hahaha peace,en,,
describe lechon with wordsjuicydeliciousflavorful,en,,
mameng an endagered fish,da,,
should try lechon carcar cebu city best lechon placr philippines,en,,
must eat this before die omg,af,,
got no beef with tuna,en,,
ive been watching all your videos like lot,en,,
if wanna taste dayok just put little bit of your rice can enjoy taste,en,,
feel like im watching logan paul years into future,en,,
theres reason stuff removed from fishand its not eat by itselfugh,en,,
will absolutely everything they showed this video amazing,en,,
rip english hahaha can do papi hahahhaha,tl,,
am filipino,tl,,
dont forget rice dont forget rice,fr,,
most important thing do not forget rice,en,,
have first watched this on facebook had search on youtube love,en,,
thank visiting philippines really love your videos,en,,
if wish eat lot dont eat too much rice because makes full faster,en,,
think this channel very underrated one of my fave youtube channel ever,en,,
try food here pampanga its delicious,en,,
jangli,et,,
lechon de leche actually roasting young pigthe meat more tender than an adult roasted properlyyou can eat more servings boodle fight than what expect its probably since no plate being used during time,en,,
good mannice,cy,,
made me hungry,id,,
damn love diz episode,sl,,
wow,pl,,
oh man wished was already subbed were palawan live there,en,,
did filipino wayfriendly generosity hospitality happy stress free groupy tasty crunchy locally abundantly bet every pnoy would agree with me,en,,
eat buttered shrimp usually bite head suck was really tasty xd,en,,
great video whats name of track used background,en,,
love this video tnx sharing,en,,
this made me hungry,en,,
once had boodle fightim hungryyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,cy,,
suck head loool died,af,,
big fish saw was mahimahi dolphin fish english,en,,
thats awesome,en,,
this most epic boodle fight my favorite lechon palawan lechon,en,,
wow k subcribers last time check was only k congrats sonny,en,,
holy shit guy was using mop,en,,
dont forget rice,fr,,
hey sonny dont mind me im just fantasizing about reality where just bump random place time should go davao city has best durian,en,,
warning dont watch thishungry,en,,
look like older logan paul,et,,
we filipino we eat anything,en,,
wow,pl,,
dont forget rice,fr,,
shouldve made minss,en,,
just subbed got me at quotvicious guard dogsquot,ca,,
dont forget rice,da,,
yummy,tr,,
just had my lunch im hungry againplease take me one of these fights sonny,en,,
thx reviewing our culture,en,,
this guy best food review vlogger ive ever watched hahhaa,en,,
audio levels are all over place doesnt work,nl,,
ilove boodlefight nice vid man,en,,
hi can join your foodtrip journey,en,,
just subscribed dude youre amazing your vids make me miss philippines ugh need go back,en,,
just love watching your vlogs very entertaining satisfying,en,,
amazing,sw,,
boodle fight boodle fight boodle fight,en,,
can someone tag netflix ive seen quite few travelfoodshow on netflix were shit sir should get their spot instead,en,,
can join,fi,,
tauco,ca,,
yummy,tr,,
dayok or fish intestine should be partnered with some calamansi after need have shot of whisky or any alcoholic beverage why always being prepared any drinking session or pulutan as what we call,en,,
how come no women at boodle fight,en,,
new subscriber here,en,,
your awsome dudegreat see philippines miss,en,,
whats outro song,en,,
great vid,sv,,
eben ip bowel still smell like,da,,
look very good roaster pig very good looking food like place not very clean he good sunny like him he funny some time bless him thank sharing very good video,en,,
quotbut of course dont forget ricequot,fr,,
your squid looking very respectable,en,,
wtf am im hungry af aaaaaaaah seafoods,so,,
nice foods bro,en,,
ive watched all your ads just can do my bid while enjoying your awesome entertaining videos honestly though wont eat quarter of what eat but love love watching every video stay healthy can enjoy more foods,en,,
yaakk dirtiest foodeverpig yakkk,af,,
need lot of rice calamansi with dayok,en,,
oh my godlechon on of my dream on my birthday this march,en,,
fish oh your handsome men buy me buy me pls,en,,
its not lechone its lechon,en,,
one day im gonna be just like,hr,,
music lit,ca,,
what laughter ur partner make me laugh too,en,,
dayok fish guts bottle good hot rice,en,,
thats some high end boodle fight right there,en,,
anung pinagka iba ng quoteat all canquot at quotboodle fightquot,tl,,
great video,da,,
honestly dont get why dont have millions of subscribers,en,,
lol,es,,
making go viral sir as whispered,en,,
love your videomy friend ill be there oneday im feeling hungry bloody yam wow,en,,
thank appreciating filipino foods mabuhay ka,tl,,
im pinoy mate pls try egadpinoys loves itbtw love ur vids,en,,
boodle fight best more power,en,,
sarap,id,,
loved totally,en,,
damn whewi can eat all of those,en,,
try tayom philippines,tl,,
love sonny,fr,,
im filipino student studying another country watching this just made me hungry want go home,en,,
seagrapes looks interesting does taste good never tried one,af,,
not all filipinos tasted dayoc fermented fish intestine but would definitely taste bit salty strong vinegary well boodle fight very familiar though traditionally food eaten we are on beach all those variety seafoods fish shrimps crabs seaweed veges okra vinegar sawsawan eat with your hands must wash thoroughly share with family friends do not forget cool sea breeze very intimate relaxing fun way of eating with your loved ones,en,,
im filipino but live us love lechon its cooked pig other filipino food he ate,en,,
sarap,id,,
heyy besty really love your videos thankyou visiting our country again hope youll do meet greet day,en,,
this made me hungry,en,,
good day bossmike here from phillipinesjust want tell look like eddie vedder of pearl jampeacr love,en,,
would have prayed porcelain,en,,
now im hungryi miss my home philippines,en,,
ill still remember during early day said this channel will become successful seems like did,en,,
dayok,so,,
thats not baby yellowfin tunathats striped skipjack tuna bonito they are medium sized perciform fish tuna family scombridae large school of skipjack often mix with juvenile yellowfin bigeye tuna,en,,
omg naglalaway ako sa lechon,tl,,
now need get up my bedyour video made me hungry,en,,
love dude youre very welcome philippines have good heart cool personality accept our culture god bless always,en,,
if wasnt hungry sure am now,en,,
even filipino guy dont know what fuck fish,en,,
how many pesos are,en,,
more videos sertanx nd god bless,da,,
who understood anythinglol,en,,
dont be stressful,fr,,
like your vid keep up enjoy your life,af,,
already eat kind of food but now after watching want eat againxd,en,,
papi funny like him,sw,,
cant get enough of your videos always make me laugh,en,,
very interesting food,en,,
miss seaweed im filipino but raised guam remember eating,en,,
love,sl,,
really like youre funny hahahahaha love your videos want marry guy like sending my love from philippines,en,,
can taste durians,ro,,
she said yes an orgy of food eating,en,,
hi from philippines,en,,
an underrated channel need filipino tv show great host,en,,
this channel my favorite food review ever what like most of your videos your making funny entertaining way talk also like idea of coming out of nowhere as filipino appreciate your love with filipino food tradition hope one day can visit pampanga or clarkbecause pampanga known as culinary capital of philippinesokay thatquots enough talk too much bye,en,,
man this video too short was enjoying sooo much,en,,
just earned new sub,en,,
thanks your videos man love keep up thanks again from philippines,en,,
quotsuck headquot rofl,en,,
missing my hometown palawan thank sharing your video,en,,
would love try stuffed squid mmm,en,,
soo proud tobe,cs,,
love your vids specially cebu miss cebu im foreign my own town hope one day my family could meet eating those local foods with my european husbandcheers,en,,
omg hahahahaha,so,,
was drooling all over man thank sharing videos like this envy was native filipino working overseas yet havent experience these things this made my day was awesome guys enjoying more power more satisfying video man god bless,en,,
westerner youre one of brave ones hahaha,en,,
why isnt this on netflix,en,,
lechon love your channel,fr,,
im starving right now,en,,
shark tank,so,,
sir should come bacolod city philippines try famous chicken inasal with chicken oil guapple pie silay city,en,,
epic feast isnt epic if eat alone very true,en,,
great job deserve more views,af,,
all need now are beers,en,,
holy sh mouthwatering,en,,
fish gut condemned looks like devils diarrhea,en,,
great video man feast look yummy xd,en,,
wow,pl,,
are awesome brother love your vlogs sincerity of your heart shines through are always masaya great message love ya brother,en,,
mama tay ko mag tangaw im dead if watch this yummy,tl,,
yummy,tr,,
get rid of bandana look ridiculous with but just my opinion,en,,
get back vietnam strictly dumpling copying all your videos,en,,
new subscriber her love philippines,en,,
wowww yummy,pl,,
this guy legit think he only person gives back community he was staying with have respect this guy cos there not many if any tubers give back such as simple meal people around him all see others do show off how much food they have knowing locals can not afford could only watch yeah all know who are no doubt about compassion powerful thing yeah come new zealand some day thats how we roll,en,,
my gosh thats delicious,en,,
gets full sized lechon on top of other things on boodle fight,en,,
lol,es,,
parrot maming fish illegal catch,en,,
me too,af,,
damn your show always makes me hungry thumbs up,en,,
,unknown,,
boodle fight bomb,en,,
are living asia,en,,
astig,et,,
almost perfect just missing some mangoes boodle fight,en,,
wow,pl,,
this most underrated youtube channel mean just look at editing camera angles effort they put their videos just exceptional amazing most of all funny,en,,
papi loves rice love this episode thanks sony,en,,
wow umatate c pinoy di babayama oibuti p ung puti game,tl,,
never seen video with lot of good comment,en,,
dammit always catch your videos im hungry envy,en,,
dayok taste better if put some kalamasi on awesome,id,,
